hotel_id,longitude,latitude
289713,105.846621,21.021519
289715,105.849576,21.015075
289726,105.842356,21.045254
289822,108.237801,16.070629
289832,105.813782,21.038757
290090,107.049108,20.72515
290092,106.683365,20.85449
290150,103.839457,22.332624
290179,106.673234,10.815381
290202,106.704552,10.780813
290206,105.842186,21.019366
290230,107.072318,10.351494
290234,105.785774,10.044253
290238,105.788233,10.033534
290246,106.673866,10.758216
290273,108.197021,10.943578
290342,108.236092,16.069403
290364,107.061951,10.354436
290453,108.11329,10.92361
290554,103.965598,10.195833
290567,108.058444,10.876876
290652,105.85041,21.031986
290728,107.020986,20.955316
290876,106.985301,20.919464
291109,108.378624,15.889647
291706,108.437304,11.941578
291841,109.316754,13.095561
292197,108.470786,15.575114
292557,106.672699,10.796601
292580,109.302403,13.08489
292583,109.301201,13.11112
292605,106.623672,17.478092
292633,106.633415,17.478961
292975,108.324809,15.882386
293009,106.702429,10.769326
293087,105.847916,21.031174
293088,105.780916,21.014075
293243,109.194832,12.240197
293519,105.848957,21.030213
293951,105.783295,21.017134
294023,108.343888,15.880878
294449,105.848753,21.036231
294450,105.84942,21.031244
294583,106.697094,10.773663
294657,106.692942,10.770906
294685,108.053799,10.867836
294719,103.939419,10.255972
294836,106.700253,10.774449
294859,106.699099,10.773462
294914,105.843229,21.028931
294917,105.852539,21.03479
295219,106.698328,10.773149
295230,106.982539,20.926918
295316,109.211258,12.133331
295366,106.699795,10.766199
295545,106.017287,10.323499
295546,107.823868,11.535103
295648,105.844827,21.028842
296329,106.691247,10.767458
296330,103.964865,10.19492
296575,105.953135,19.877047
296578,107.094986,10.347058
296595,106.627586,10.855624
296617,108.053831,10.867912
296623,107.995209,13.977268
296661,107.473192,10.499707
296663,107.558872,10.601321
296675,108.200294,10.94932
296770,108.4388,11.938587
296863,106.643077,10.801049
296884,105.811226,21.033613
296885,105.817278,21.029082
296962,106.692795,10.76765
296982,105.810808,21.01388
297001,107.068334,20.954364
297027,104.486545,10.379777
297064,109.196157,12.246621
297135,107.050867,20.956856
297142,105.525223,21.003393
297143,106.980572,20.759485
297152,106.691036,10.767291
297155,106.64267,10.800648
297201,106.689438,10.766743
297207,107.59372,16.468718
297330,105.433662,10.387258
297367,105.862227,21.018706
297380,105.803627,21.001287
297465,105.638252,10.457385
297498,106.671769,10.756008
297520,105.810614,21.034858
297521,105.821883,21.040848
297584,106.641754,10.790394
297674,108.221092,16.07481
297688,105.78894,20.965087
297808,108.248521,16.041372
297900,106.672432,10.800079
297970,107.594261,16.469427
297974,106.692947,10.767797
298012,105.430893,10.389299
298204,107.845206,10.706287
298371,106.368011,10.3542
298433,106.659782,10.800268
298548,105.820151,21.067172
298618,105.582604,21.298796
298633,106.675847,10.802878
298638,106.698235,10.773419
298639,106.692944,10.770516
298833,108.183128,10.942883
298923,106.653389,10.796432
298933,105.84722,21.036822
298944,107.090092,10.337518
298973,108.211091,16.079861
299238,106.021652,10.343758
299329,109.193451,12.2341
299449,106.368217,10.35565
299473,108.019214,10.763966
299988,106.707916,10.729798
300021,108.216176,16.076565
300081,108.027878,10.803631
300140,106.67234,10.771539
300212,105.851969,21.01214
300216,103.84061,22.333238
300274,108.231248,10.954922
300411,105.8701,21.002862
300542,105.771378,10.023802
300783,109.211525,13.753373
300921,108.3461,15.881542
300929,103.468294,22.399412
300954,106.664574,10.750901
300957,106.65921,10.752955
300972,106.690767,10.765045
301413,107.066711,10.351185
301655,108.440953,11.948202
301701,108.206566,10.948802
301716,103.936629,10.257682
301833,105.839211,21.008923
301975,106.704104,10.778876
301984,105.780579,10.045378
301988,105.845742,21.04217
301993,106.69202,10.76942
302556,106.989777,20.918513
302649,107.595055,16.470621
302650,108.075584,16.246861
302678,107.52909,16.451423
302683,108.224709,16.06698
302690,105.971785,20.253498
302733,106.689498,10.76689
302743,106.70537,10.777422
302765,109.198764,12.229294
302780,105.841464,21.024176
302811,108.053619,12.680996
302939,109.240097,13.771857
302970,107.079256,10.340665
302971,106.659264,10.795874
302979,103.968998,10.188367
303010,105.854816,21.031034
303054,106.696754,10.772434
303171,103.963867,10.205314
303346,105.848625,21.036932
303560,108.241901,16.073621
303674,106.980122,20.921705
303680,107.593994,16.469973
303851,106.729184,10.797773
304270,106.648038,10.799506
304271,106.647983,10.800364
304309,105.783104,10.061436
304411,105.970216,20.258856
305316,108.044373,12.680043
305367,108.216995,16.057865
305595,105.787033,10.043329
305757,107.107635,16.818096
305817,109.195312,12.234969
305984,106.600151,16.616835000000002
305985,105.847046,21.034821
305987,105.851311,21.028872
306013,108.329905,15.888598
306107,105.829356,21.030945
306109,105.814777,21.038114
308197,108.236636,16.070789
308204,108.243255,16.068486
308209,108.326951,15.882888
311906,108.212791,10.952016
311914,108.220181,16.053989
315667,106.695961,10.784418
317746,106.335724,20.947252
317796,106.723221,10.730668
317835,106.985412,20.919605
334357,106.373032,10.234449
334506,106.719063,10.724611
334520,106.677391,10.795136
334761,108.248016,16.049809
334840,106.69189,10.769913
334841,106.689201,10.766353
334892,109.194946,12.239392
335189,107.595798,16.471986
335191,106.623238,17.46336
335200,105.11821,10.710774
335204,107.101443,16.823728
335261,108.80261,15.123085
335268,106.693829,10.767781
335367,106.416407,10.224519
335371,106.690048,10.774553
335486,106.29409,17.599361000000002
335531,109.210668,13.752089
335547,105.853806,21.032532
336314,103.964444,10.194909
336364,107.371788,16.498476
336480,108.223671,16.068047
336485,106.602509,10.776661
336538,106.694015,10.768433
336633,106.675259,10.753654
336669,106.69231,10.787337
336730,106.693404,10.767165
336891,105.845686,21.039911
337002,107.07885,20.951752
337100,107.088182,10.33053
337368,107.0504,20.957302
337847,106.668373,10.815232
337861,107.240735,10.382604
337919,108.19606,10.944294
338255,107.954664,16.339414
338256,107.954493,16.339002
338281,108.212524,10.951739
338348,106.673332,10.753251
338433,106.698197,10.773437
338502,106.6889,10.778273
338583,105.847024,21.042199
338584,106.69014,10.774353
338654,105.853745,21.032433
338733,106.698315,10.768961
338761,106.69104,10.764435
338805,106.336586,20.445639
338933,105.83493,21.019367
338937,107.029785,20.94335
339446,108.235757,16.070079
339460,106.707171,10.729988
339461,106.707067,10.730106
339499,106.699791,20.840763
339557,103.964951,10.272903
339563,106.643819,10.842038
339598,106.662521,10.800574
339728,108.443683,11.960371
339830,106.691612,10.770084
339831,106.69223,10.769357
339933,108.217186,10.953756
341797,108.259094,10.950098
343571,106.689888,10.775259
343584,105.83031,10.021251
344224,106.674568,10.772603
344574,108.181674,10.936806
344646,107.053013,20.724328
344872,106.315187,20.92296
344975,105.082855,10.004694
376498,106.69394,10.767341
390218,105.848416,21.030774
391502,108.241074,16.054518
391524,105.845086,21.041755
391634,108.256989,10.950192
391730,106.69664,10.77508
391738,106.682009,10.768484
392630,106.671547,10.773981
393424,106.697631,10.769838
393634,106.67256,10.796715
393647,108.426564,11.938429
393771,107.5979,16.468216
393956,106.342163,10.389094
393980,105.847687,21.034374
393993,105.847601,21.035
394082,108.228893,16.077701
394347,109.195175,12.235731
394428,108.24144,16.067993
394458,106.6909,10.767067
394469,108.224594,16.067244
394518,109.196098,12.234334
396346,106.694,10.77155
398910,106.692181,10.766696
399036,104.484253,10.379956
399037,105.08352,10.009187
399154,106.995907,10.989406
399155,107.597586,16.471051
399161,105.850327,21.031347
399221,105.848251,21.03508
399298,105.794495,21.009459
399621,108.332291,15.887207
399935,108.223335,16.077223
399975,109.066513,14.665169
400023,108.243141,16.068414
400058,105.87011,21.042061
400090,105.839455,21.008801
400138,108.352218,15.88996
400217,103.96843,10.186687
400227,108.434081,11.940562
400345,108.322345,15.874426
400379,108.231065,16.066114
400441,107.088333,10.330181
400493,108.026509,10.798472
400545,105.971155,20.256899
400569,108.259544,10.950196
400576,106.607582,8.687057
400577,105.850121,21.029112
400680,108.243321,16.06567
400747,106.689645,20.863782
400775,106.700199,10.769397
400907,108.434723,11.940659
400954,108.212387,10.952
400965,105.978229,20.262215
400972,108.322838,15.87566
400977,108.298004,10.938079
400981,108.232144,10.955059
401008,105.784447,10.031756
401029,106.075218,21.191343
401091,106.671715,10.838764
401102,106.98452,20.921216
401155,105.914799,21.154806
401248,106.69416,10.771301
401269,106.659111,10.79697
402851,105.785658,10.04505
402853,106.623169,17.476322
406794,103.866278,10.308579
406830,106.694092,10.767291
406842,105.784737,10.032078
406924,106.695366,10.764732
406957,106.696907,10.771334
406988,105.831772,21.008661
407099,105.80231,21.022882
407149,105.85798,21.016071
407407,106.680054,10.758163
407415,103.968941,10.182991
407457,108.43457,11.942587
407509,103.965576,10.194543
407610,106.747757,10.803783
407652,106.939629,10.831251
407839,106.670784,10.799984
407857,103.844087,22.337147
407982,106.648018,10.796728
408102,105.086008,9.998344
408258,106.689401,10.796719
408720,105.781677,21.031376
408750,106.696307,10.773266
409129,106.689499,10.766111
409182,106.68988,10.765539
409475,105.858102,21.027758
409493,106.694405,10.768324
409660,106.690262,10.771829
409810,105.849297,21.032711
410056,107.997971,10.710691
410128,105.717316,21.338551
410131,108.29393,10.924421
410440,105.918696,21.029516
410473,106.694038,10.771887
410778,106.719168,10.727918
410811,103.840454,22.333256
410813,105.787537,10.030893
411188,105.802256,21.039418
411271,109.194928,12.233551
411331,108.213704,16.070213
411720,105.786804,10.030331
411733,105.84685,21.041971
411761,108.34595,15.882799
411821,106.676399,10.799383
411826,108.435669,11.947146
411852,107.050545,20.723027
411879,108.178051,10.937963
411915,109.195186,12.23461
412118,109.193504,12.238815
412240,106.145645,10.250201
412399,105.849937,21.030293
412565,108.4701,11.955622
412648,107.594307,16.469341
412671,107.595169,16.468513
412672,109.198898,12.228995
412707,107.075539,10.345459
428330,108.323512,15.874118
429783,106.709236,10.804015
430922,108.24439,10.953117
430923,108.320303,15.879389
430938,103.965468,10.195293
432924,105.828186,21.041388
432992,105.848401,21.029272
433003,106.72361,10.73049
433007,106.693978,10.768862
433169,108.211945,10.951389
433343,105.969585,20.256177
442324,105.849357,21.030801
442332,103.97229,10.226326
442428,105.751877,20.690736
442950,108.105699,10.930668
443031,108.24712,10.953188
443051,108.217133,16.092041
443153,109.239045,13.771993
443298,105.853844,21.032347
443308,108.455055,11.949906
443330,108.233612,10.954722
443367,109.313515,13.092321
